Time_Index,natural_gas,nuclear,solar_pv,distributed_solar,onshore_wind,offshore_wind,battery,clean_firm,coal,hydro
4212,1,1,0.7683,0.5488,0.637,1,1,1,1,0.4311
4213,1,1,0.6947,0.4962,0.6545,0.9661,1,1,1,0.4311
4214,1,1,0.7001,0.5001,0.6462,0.6984,1,1,1,0.4311
4215,1,1,0.7797,0.5569,0.6052,0.4316,1,1,1,0.4311
4216,1,1,0.6705,0.4789,0.7014,0.1398,1,1,1,0.4081
4217,1,1,0.4918,0.3513,0.6986,0.1207,1,1,1,0.4311
4218,1,1,0.2933,0.2095,0.6237,0.0811,1,1,1,0.4311
4219,1,1,0.1385,0.0989,0.6314,0.0366,1,1,1,0.7310
4220,1,1,0.0281,0.0201,0.6657,0.1027,1,1,1,0.9078
4221,1,1,0,0,0.6398,0.1421,1,1,1,0.9083
4222,1,1,0,0,0.6155,0.2572,1,1,1,0.9082
4223,1,1,0,0,0.6693,0.2708,1,1,1,0.9075
4224,1,1,0,0,0.7169,0.4853,1,1,1,0.9082
4225,1,1,0,0,0.7836,0.6406,1,1,1,0.9563
4226,1,1,0,0,0.7769,1,1,1,1,0.9253
4227,1,1,0,0,0.8001,1,1,1,1,0.8366
4228,1,1,0,0,0.7729,1,1,1,1,0.7542
4229,1,1,0,0,0.8006,1,1,1,1,0.7098
4230,1,1,0.2457,0.1755,0.7834,1,1,1,1,0.7185
4231,1,1,0.1375,0.0982,0.7846,1,1,1,1,0.7414
4232,1,1,0.2999,0.2142,0.453,1,1,1,1,0.7072
4233,1,1,0.523,0.3736,0.5932,1,1,1,1,0.5632
4234,1,1,0.6733,0.4809,0.731,1,1,1,1,0.4491
4235,1,1,0.7846,0.5604,0.7849,1,1,1,1,0.4640
4236,1,1,0.7918,0.5656,0.8341,1,1,1,1,0.4333
4237,1,1,0.7738,0.5527,0.8166,1,1,1,1,0.4311
4238,1,1,0.768,0.5486,0.866,1,1,1,1,0.4311
4239,1,1,0.747,0.5336,0.9164,1,1,1,1,0.4311
4240,1,1,0.6385,0.4561,0.9499,1,1,1,1,0.4311
4241,1,1,0.489,0.3493,0.8505,1,1,1,1,0.4634
4242,1,1,0.3037,0.2169,0.8122,1,1,1,1,0.7682
4243,1,1,0.1372,0.098,0.8815,0.9167,1,1,1,0.9271
4244,1,1,0.1942,0.1387,0.7629,0.5031,1,1,1,0.9491
4245,1,1,0,0,0.6367,0.3864,1,1,1,0.9430
4246,1,1,0,0,0.7149,0.7876,1,1,1,0.9440
4247,1,1,0,0,0.7928,0.7534,1,1,1,0.9252
4248,1,1,0,0,0.8583,0.4682,1,1,1,0.8899
4249,1,1,0,0,0.9221,0.3839,1,1,1,0.9563
4250,1,1,0,0,0.8868,0.2184,1,1,1,0.9253
4251,1,1,0,0,0.9309,0.3971,1,1,1,0.8366
4252,1,1,0,0,0.9288,0.4822,1,1,1,0.7542
4253,1,1,0,0,0.922,0.6738,1,1,1,0.7098
4254,1,1,0.2414,0.1724,0.9499,0.8323,1,1,1,0.7185
4255,1,1,0.132,0.0943,0.8907,0.6465,1,1,1,0.7414
4256,1,1,0.2972,0.2123,0.738,0.3993,1,1,1,0.7072
4257,1,1,0.5452,0.3894,0.7107,0.4091,1,1,1,0.5632
4258,1,1,0.7358,0.5256,0.8579,0.5624,1,1,1,0.4491
4259,1,1,0.8796,0.6283,0.942,0.525,1,1,1,0.4640
4260,1,1,0.9699,0.6928,0.9697,0.4925,1,1,1,0.4333
4261,1,1,0.9647,0.6891,0.9707,0.4004,1,1,1,0.4311
4262,1,1,0.96,0.6857,0.9098,0.3262,1,1,1,0.4311
4263,1,1,0.8602,0.6144,0.8153,0.3877,1,1,1,0.4311
4264,1,1,0.6769,0.4835,0.7662,0.4376,1,1,1,0.4311
4265,1,1,0.4848,0.3463,0.82,0.6899,1,1,1,0.4634
4266,1,1,0.3027,0.2162,0.8445,0.7957,1,1,1,0.7682
4267,1,1,0.1259,0.0899,0.8577,0.7562,1,1,1,0.9271
4268,1,1,0.2218,0.1584,0.6525,0.6318,1,1,1,0.9491
4269,1,1,0,0,0.636,0.3847,1,1,1,0.9430
4270,1,1,0,0,0.5705,0.3393,1,1,1,0.9440
4271,1,1,0,0,0.4698,0.253,1,1,1,0.9252
4272,1,1,0,0,0.6166,0.3143,1,1,1,0.8899
4273,1,1,0,0,0.5768,0.3378,1,1,1,0.8613
4274,1,1,0,0,0.6003,0.4794,1,1,1,0.8265
4275,1,1,0,0,0.6582,0.5101,1,1,1,0.8054
4276,1,1,0,0,0.6665,0.5668,1,1,1,0.7964
4277,1,1,0,0,0.6048,0.2873,1,1,1,0.7624
4278,1,1,0.084,0.06,0.5977,0.1221,1,1,1,0.6215
4279,1,1,0.128,0.0914,0.4987,0.1384,1,1,1,0.4311
4280,1,1,0.2929,0.2092,0.393,0.1739,1,1,1,0.4311
4281,1,1,0.5158,0.3684,0.2249,0.0968,1,1,1,0.4222
4282,1,1,0.6954,0.4967,0.2007,0.0829,1,1,1,0.4095
4283,1,1,0.8257,0.5898,0.1514,0.1082,1,1,1,0.4074
4284,1,1,0.9017,0.6441,0.151,0.117,1,1,1,0.4074
4285,1,1,0.8981,0.6415,0.1898,0.1311,1,1,1,0.4074
4286,1,1,0.8726,0.6233,0.1663,0.1264,1,1,1,0.4074
4287,1,1,0.8107,0.5791,0.1718,0.196,1,1,1,0.4074
4288,1,1,0.6766,0.4833,0.2865,0.4157,1,1,1,0.4209
4289,1,1,0.5117,0.3655,0.3059,0.5763,1,1,1,0.4311
4290,1,1,0.2954,0.211,0.3267,0.6617,1,1,1,0.5316
4291,1,1,0.1275,0.0911,0.2283,0.7387,1,1,1,0.9086
4292,1,1,0,0,0.1021,0.6784,1,1,1,0.9656
4293,1,1,0,0,0.249,1,1,1,1,0.9617
4294,1,1,0,0,0.4239,1,1,1,1,0.9513
4295,1,1,0,0,0.5411,1,1,1,1,0.9266
4296,1,1,0,0,0.4516,1,1,1,1,0.9149
4297,1,1,0,0,0.5706,0.9948,1,1,1,0.8613
4298,1,1,0,0,0.6474,1,1,1,1,0.8265
4299,1,1,0,0,0.896,1,1,1,1,0.8054
4300,1,1,0,0,0.8536,1,1,1,1,0.7964
4301,1,1,0,0,0.732,0.7735,1,1,1,0.7624
4302,1,1,0,0,0.7638,0.8923,1,1,1,0.6215
4303,1,1,0.0053,0.0038,0.7122,0.7605,1,1,1,0.4311
4304,1,1,0.1568,0.112,0.4701,0.7895,1,1,1,0.4311
4305,1,1,0.4557,0.3255,0.4387,0.7427,1,1,1,0.4222
4306,1,1,0.659,0.4707,0.3671,0.875,1,1,1,0.4095
4307,1,1,0.7738,0.5527,0.2901,0.8813,1,1,1,0.4074
4308,1,1,0.8757,0.6255,0.4447,0.486,1,1,1,0.4074
4309,1,1,0.8779,0.6271,0.5016,0.3061,1,1,1,0.4074
4310,1,1,0.876,0.6257,0.7584,0.5005,1,1,1,0.4074
4311,1,1,0.8124,0.5803,0.8278,0.8742,1,1,1,0.4074
4312,1,1,0.6789,0.4849,0.9125,0.8947,1,1,1,0.4209
4313,1,1,0.5095,0.3639,0.8869,0.917,1,1,1,0.4311
4314,1,1,0.2871,0.2051,0.8307,1,1,1,1,0.5316
4315,1,1,0.1165,0.0832,0.6722,0.9509,1,1,1,0.9086
4316,1,1,0.0944,0.0674,0.6481,0.7588,1,1,1,0.9656
4317,1,1,0,0,0.783,0.9655,1,1,1,0.9617
4318,1,1,0,0,0.7936,0.9456,1,1,1,0.9513
4319,1,1,0,0,0.7721,0.7123,1,1,1,0.9266
4320,1,1,0,0,0.6528,0.6937,1,1,1,0.9149
4321,1,1,0,0,0.7554,0.6126,1,1,1,0.7967
4322,1,1,0,0,0.774,1,1,1,1,0.7484
4323,1,1,0,0,0.775,1,1,1,1,0.7572
4324,1,1,0,0,0.7584,0.9469,1,1,1,0.7725
4325,1,1,0,0,0.6619,0.9338,1,1,1,0.7463
4326,1,1,0.0266,0.019,0.7505,0.8422,1,1,1,0.5690
4327,1,1,0.1191,0.0851,0.7212,0.4285,1,1,1,0.4311
4328,1,1,0.2793,0.1995,0.3645,0.3609,1,1,1,0.4327
4329,1,1,0.5125,0.3661,0.3092,0.5905,1,1,1,0.4311
4330,1,1,0.6943,0.4959,0.5326,0.5734,1,1,1,0.4311
4331,1,1,0.8263,0.5902,0.447,0.3128,1,1,1,0.4311
4332,1,1,0.9057,0.6469,0.4881,0.0943,1,1,1,0.4311
4333,1,1,0.9066,0.6476,0.5041,0.0479,1,1,1,0.4311
4334,1,1,0.8964,0.6403,0.5472,0.0718,1,1,1,0.4311
4335,1,1,0.7742,0.553,0.6148,0.2631,1,1,1,0.4327
4336,1,1,0.5438,0.3884,0.6056,0.5109,1,1,1,0.4095
4337,1,1,0.4381,0.3129,0.7512,0.7032,1,1,1,0.4311
4338,1,1,0.2583,0.1845,0.7589,0.8674,1,1,1,0.4311
4339,1,1,0.1243,0.0888,0.7029,0.9258,1,1,1,0.7015
4340,1,1,0.1042,0.0744,0.5233,0.9188,1,1,1,0.8172
4341,1,1,0,0,0.6448,1,1,1,1,0.8078
4342,1,1,0,0,0.7734,1,1,1,1,0.7753
4343,1,1,0,0,0.8802,1,1,1,1,0.7286
4344,1,1,0,0,0.818,0.7221,1,1,1,0.7592
4345,1,1,0,0,0.8297,0.5836,1,1,1,0.7967
4346,1,1,0,0,0.7893,0.9321,1,1,1,0.7484
4347,1,1,0,0,0.7354,0.9908,1,1,1,0.7572
4348,1,1,0,0,0.6805,0.8076,1,1,1,0.7725
4349,1,1,0,0,0.5955,0.527,1,1,1,0.7463
4350,1,1,0.0482,0.0344,0.5074,0.3924,1,1,1,0.5690
4351,1,1,0.1201,0.0858,0.4469,0.1737,1,1,1,0.4311
4352,1,1,0.28,0.2,0.1662,0.1266,1,1,1,0.4327
4353,1,1,0.5064,0.3617,0.1179,0.1035,1,1,1,0.4311
4354,1,1,0.6804,0.486,0.195,0.1364,1,1,1,0.4311
4355,1,1,0.8123,0.5802,0.2235,0.2354,1,1,1,0.4311
4356,1,1,0.875,0.625,0.2771,0.1353,1,1,1,0.4311
4357,1,1,0.8729,0.6235,0.2948,0.1172,1,1,1,0.4311
4358,1,1,0.8665,0.6189,0.4339,0.2427,1,1,1,0.4311
4359,1,1,0.784,0.56,0.6103,0.3103,1,1,1,0.4327
4360,1,1,0.6373,0.4552,0.7508,0.6379,1,1,1,0.4095
4361,1,1,0.4865,0.3475,0.8052,1,1,1,1,0.4311
4362,1,1,0.292,0.2086,0.8218,1,1,1,1,0.4311
4363,1,1,0.1193,0.0852,0.5983,1,1,1,1,0.7015
4364,1,1,0.097,0.0693,0.4686,0.8147,1,1,1,0.8172
4365,1,1,0,0,0.397,0.5565,1,1,1,0.8078
4366,1,1,0,0,0.4653,0.8067,1,1,1,0.7753
4367,1,1,0,0,0.5153,0.7832,1,1,1,0.7286
4368,1,1,0,0,0.4263,0.6194,1,1,1,0.7592
4369,1,1,0,0,0.4457,0.5662,1,1,1,0.7168
4370,1,1,0,0,0.4147,0.6742,1,1,1,0.6953
4371,1,1,0,0,0.3755,0.7885,1,1,1,0.6862
4372,1,1,0,0,0.4402,0.4229,1,1,1,0.6918
4373,1,1,0,0,0.4768,0.3691,1,1,1,0.6839
4374,1,1,0.1077,0.0769,0.4822,0.3043,1,1,1,0.4919
4375,1,1,0.103,0.0736,0.3858,0.1272,1,1,1,0.5332
4376,1,1,0.2722,0.1944,0.2004,0.0366,1,1,1,0.4668
4377,1,1,0.5047,0.3605,0.3183,0.0253,1,1,1,0.4668
4378,1,1,0.6955,0.4968,0.3987,0.0906,1,1,1,0.5044
4379,1,1,0.8306,0.5933,0.3233,0.0975,1,1,1,0.5355
4380,1,1,0.884,0.6314,0.2588,0.0165,1,1,1,0.5826
4381,1,1,0.896,0.64,0.2734,0.0075,1,1,1,0.5579
4382,1,1,0.8967,0.6405,0.3949,0.0082,1,1,1,0.6747
4383,1,1,0.8303,0.5931,0.3767,0.0221,1,1,1,0.7726
4384,1,1,0.7077,0.5055,0.3558,0.0213,1,1,1,0.7959
4385,1,1,0.5341,0.3815,0.3389,0.0453,1,1,1,0.9548
4386,1,1,0.3053,0.2181,0.5065,0.0967,1,1,1,0.9655
4387,1,1,0.1247,0.0891,0.3059,0.2818,1,1,1,0.9666
4388,1,1,0.1883,0.1345,0.2966,0.4063,1,1,1,0.9761
4389,1,1,0,0,0.3206,0.4163,1,1,1,0.9756
4390,1,1,0,0,0.5026,0.5445,1,1,1,0.9728
4391,1,1,0,0,0.5467,0.5132,1,1,1,0.9480
4392,1,1,0,0,0.6127,0.3097,1,1,1,0.9220
4393,1,1,0,0,0.5863,0.1518,1,1,1,0.7168
4394,1,1,0,0,0.487,0.1877,1,1,1,0.6953
4395,1,1,0,0,0.3797,0.1596,1,1,1,0.6862
4396,1,1,0,0,0.1915,0.2213,1,1,1,0.6918
4397,1,1,0,0,0.1883,0.2051,1,1,1,0.6839
4398,1,1,0.0848,0.0606,0.1577,0.1095,1,1,1,0.4919
4399,1,1,0.1239,0.0885,0.092,0.0461,1,1,1,0.5332
4400,1,1,0.2873,0.2052,0.1033,0.0094,1,1,1,0.4668
4401,1,1,0.5127,0.3662,0.0358,0.009,1,1,1,0.4668
4402,1,1,0.6892,0.4923,0.0429,0.0103,1,1,1,0.5044
4403,1,1,0.8204,0.586,0.0549,0.0076,1,1,1,0.5355
4404,1,1,0.8631,0.6165,0.1098,0.0264,1,1,1,0.5826
4405,1,1,0.8145,0.5818,0.1217,0.0387,1,1,1,0.5579
4406,1,1,0.8162,0.583,0.1338,0.0927,1,1,1,0.6747
4407,1,1,0.7904,0.5646,0.1467,0.3274,1,1,1,0.7726
4408,1,1,0.6516,0.4654,0.2159,0.4185,1,1,1,0.7959
4409,1,1,0.4073,0.2909,0.301,0.3845,1,1,1,0.9548
4410,1,1,0.2519,0.1799,0.2174,0.5101,1,1,1,0.9655
4411,1,1,0.0946,0.0676,0.1483,0.5781,1,1,1,0.9666
4412,1,1,0,0,0.1767,0.5011,1,1,1,0.9761
4413,1,1,0,0,0.2676,0.7581,1,1,1,0.9756
4414,1,1,0,0,0.4123,0.83,1,1,1,0.9728
4415,1,1,0,0,0.4023,0.8497,1,1,1,0.9480
4416,1,1,0,0,0.648,0.9411,1,1,1,0.9220
4417,1,1,0,0,0.7064,1,1,1,1,0.8840
4418,1,1,0,0,0.7665,1,1,1,1,0.8554
4419,1,1,0,0,0.7096,1,1,1,1,0.8366
4420,1,1,0,0,0.5126,0.9894,1,1,1,0.8286
4421,1,1,0,0,0.3905,0.7063,1,1,1,0.8465
4422,1,1,0,0,0.3608,0.3797,1,1,1,0.8709
4423,1,1,0.0279,0.0199,0.3542,0.5157,1,1,1,0.7153
4424,1,1,0.1907,0.1362,0.2696,0.547,1,1,1,0.5611
4425,1,1,0.3951,0.2822,0.3413,0.2467,1,1,1,0.4802
4426,1,1,0.6637,0.4741,0.3539,0.0301,1,1,1,0.4645
4427,1,1,0.9512,0.6794,0.241,0.0139,1,1,1,0.4595
4428,1,1,0.8744,0.6246,0.2031,0.0214,1,1,1,0.4544
4429,1,1,0.8876,0.634,0.321,0.0566,1,1,1,0.4606
4430,1,1,0.8792,0.628,0.4351,0.1296,1,1,1,0.4613
4431,1,1,0.8169,0.5835,0.5386,0.1288,1,1,1,0.4882
4432,1,1,0.6776,0.484,0.5435,0.2091,1,1,1,0.5102
4433,1,1,0.5057,0.3612,0.5425,0.2635,1,1,1,0.4827
4434,1,1,0.2918,0.2084,0.567,0.6265,1,1,1,0.7716
4435,1,1,0.1212,0.0866,0.5023,0.754,1,1,1,0.9179
4436,1,1,0.0024,0.0017,0.4221,0.8184,1,1,1,0.9695
4437,1,1,0,0,0.4526,0.9531,1,1,1,0.9682
4438,1,1,0,0,0.6558,1,1,1,1,0.9591
4439,1,1,0,0,0.5552,1,1,1,1,0.9275
4440,1,1,0,0,0.3869,1,1,1,1,0.8941
4441,1,1,0,0,0.6342,0.9821,1,1,1,0.8840
4442,1,1,0,0,0.5894,0.9342,1,1,1,0.8554
4443,1,1,0,0,0.5752,0.7496,1,1,1,0.8366
4444,1,1,0,0,0.5452,0.4662,1,1,1,0.8286
4445,1,1,0,0,0.5159,0.3266,1,1,1,0.8465
4446,1,1,0.0169,0.0121,0.4828,0.3231,1,1,1,0.8709
4447,1,1,0.1138,0.0813,0.3333,0.2773,1,1,1,0.7153
4448,1,1,0.2705,0.1932,0.2397,0.2359,1,1,1,0.5611
4449,1,1,0.4973,0.3552,0.1965,0.218,1,1,1,0.4802
4450,1,1,0.6779,0.4842,0.4355,0.1429,1,1,1,0.4645
4451,1,1,0.812,0.58,0.459,0.1171,1,1,1,0.4595
4452,1,1,0.8561,0.6115,0.4154,0.0754,1,1,1,0.4544
4453,1,1,0.8204,0.586,0.3219,0.0589,1,1,1,0.4606
4454,1,1,0.7804,0.5574,0.2743,0.0313,1,1,1,0.4613
4455,1,1,0.7692,0.5494,0.3563,0.0153,1,1,1,0.4882
4456,1,1,0.5837,0.4169,0.3185,0.0099,1,1,1,0.5102
4457,1,1,0.4543,0.3245,0.323,0.0282,1,1,1,0.4827
4458,1,1,0.2846,0.2033,0.1998,0.0437,1,1,1,0.7716
4459,1,1,0.1229,0.0878,0.1434,0.116,1,1,1,0.9179
4460,1,1,0.1712,0.1223,0.1259,0.166,1,1,1,0.9695
4461,1,1,0,0,0.3001,0.312,1,1,1,0.9682
4462,1,1,0,0,0.3325,0.2916,1,1,1,0.9591
4463,1,1,0,0,0.2659,0.173,1,1,1,0.9275
4464,1,1,0,0,0.4153,0.2305,1,1,1,0.8941
4465,1,1,0,0,0.3337,0.196,1,1,1,0.7526
4466,1,1,0,0,0.2474,0.1078,1,1,1,0.7333
4467,1,1,0,0,0.22,0.075,1,1,1,0.6994
4468,1,1,0,0,0.1535,0.0497,1,1,1,0.7082
4469,1,1,0,0,0.0821,0.032,1,1,1,0.7096
4470,1,1,0.1586,0.1133,0.0863,0.0338,1,1,1,0.5378
4471,1,1,0.1128,0.0806,0.0411,0.0196,1,1,1,0.4481
4472,1,1,0.2713,0.1938,0.0136,0.0346,1,1,1,0.4481
4473,1,1,0.5051,0.3608,0.0028,0.0622,1,1,1,0.4481
4474,1,1,0.6863,0.4902,0.0246,0.0319,1,1,1,0.4481
4475,1,1,0.8219,0.5871,0.0392,0.0204,1,1,1,0.4481
4476,1,1,0.9064,0.6474,0.0405,0.0083,1,1,1,0.4420
4477,1,1,0.9138,0.6527,0.0912,0.0045,1,1,1,0.4420
4478,1,1,0.9065,0.6475,0.1129,0.0454,1,1,1,0.4413
4479,1,1,0.8401,0.6001,0.1574,0.0471,1,1,1,0.4420
4480,1,1,0.7029,0.5021,0.1755,0.0784,1,1,1,0.4668
4481,1,1,0.5258,0.3756,0.2414,0.1251,1,1,1,0.4962
4482,1,1,0.2968,0.212,0.3342,0.1333,1,1,1,0.6228
4483,1,1,0.1266,0.0904,0.3247,0.1145,1,1,1,0.7244
4484,1,1,0.0462,0.033,0.2649,0.1686,1,1,1,0.7656
4485,1,1,0,0,0.4724,0.2293,1,1,1,0.7547
4486,1,1,0,0,0.6704,0.3253,1,1,1,0.7510
4487,1,1,0,0,0.6761,0.3661,1,1,1,0.6970
4488,1,1,0,0,0.6156,0.4456,1,1,1,0.6805
4489,1,1,0,0,0.5243,0.5843,1,1,1,0.7526
4490,1,1,0,0,0.4581,1,1,1,1,0.7333
4491,1,1,0,0,0.4449,1,1,1,1,0.6994
4492,1,1,0,0,0.4602,1,1,1,1,0.7082
4493,1,1,0,0,0.5296,0.9094,1,1,1,0.7096
4494,1,1,0.0132,0.0094,0.7115,0.9174,1,1,1,0.5378
4495,1,1,0.1166,0.0833,0.5164,0.8631,1,1,1,0.4481
4496,1,1,0.281,0.2007,0.2192,0.9352,1,1,1,0.4481
4497,1,1,0.4834,0.3453,0.111,0.7125,1,1,1,0.4481
4498,1,1,0.6439,0.4599,0.1364,0.3494,1,1,1,0.4481
4499,1,1,0.7741,0.5529,0.2758,0.2388,1,1,1,0.4481
4500,1,1,0.8215,0.5868,0.3435,0.2504,1,1,1,0.4420
4501,1,1,0.8035,0.5739,0.4592,0.2617,1,1,1,0.4420
4502,1,1,0.6524,0.466,0.3972,0.1926,1,1,1,0.4413
4503,1,1,0.5914,0.4224,0.3343,0.3208,1,1,1,0.4420
4504,1,1,0.5524,0.3946,0.3184,0.4432,1,1,1,0.4668
4505,1,1,0.469,0.335,0.4783,0.896,1,1,1,0.4962
4506,1,1,0.2142,0.153,0.3362,0.8405,1,1,1,0.6228
4507,1,1,0.0147,0.0105,0.2389,1,1,1,1,0.7244
4508,1,1,0.0004,0.0003,0.1116,0.9555,1,1,1,0.7656
4509,1,1,0,0,0.2636,0.9444,1,1,1,0.7547
4510,1,1,0,0,0.5342,0.9753,1,1,1,0.7510
4511,1,1,0,0,0.4877,0.8207,1,1,1,0.6970
4512,1,1,0,0,0.4222,0.4786,1,1,1,0.6805
4513,1,1,0,0,0.3636,0.3372,1,1,1,0.6943
4514,1,1,0,0,0.3404,0.2218,1,1,1,0.7116
4515,1,1,0,0,0.3168,0.1394,1,1,1,0.7465
4516,1,1,0,0,0.3403,0.0549,1,1,1,0.7809
4517,1,1,0,0,0.3525,0.0779,1,1,1,0.7596
4518,1,1,0.0003,0.0002,0.3639,0.0877,1,1,1,0.7171
4519,1,1,0.0892,0.0637,0.3451,0.0368,1,1,1,0.5409
4520,1,1,0.2481,0.1772,0.1822,0.0267,1,1,1,0.4497
4521,1,1,0.4403,0.3145,0.0766,0.0313,1,1,1,0.4420
4522,1,1,0.576,0.4114,0.0565,0.0309,1,1,1,0.4374
4523,1,1,0.6906,0.4933,0.1152,0.011,1,1,1,0.4374
4524,1,1,0.7097,0.5069,0.1599,0.0027,1,1,1,0.4374
4525,1,1,0.7336,0.524,0.1912,0.0007,1,1,1,0.4374
4526,1,1,0.734,0.5243,0.2326,0.0027,1,1,1,0.4374
4527,1,1,0.7018,0.5013,0.3201,0.0193,1,1,1,0.4374
4528,1,1,0.5856,0.4183,0.3958,0.0481,1,1,1,0.4336
4529,1,1,0.4022,0.2873,0.4725,0.0525,1,1,1,0.4374
4530,1,1,0.216,0.1543,0.5406,0.051,1,1,1,0.4481
4531,1,1,0.0668,0.0477,0.6529,0.0511,1,1,1,0.6827
4532,1,1,0.0172,0.0123,0.5321,0.1844,1,1,1,0.7857
4533,1,1,0,0,0.5292,0.2095,1,1,1,0.7471
4534,1,1,0,0,0.6483,0.0944,1,1,1,0.7258
4535,1,1,0,0,0.5914,0.0267,1,1,1,0.6831
4536,1,1,0,0,0.5361,0.0261,1,1,1,0.6120
4537,1,1,0,0,0.5076,0.0263,1,1,1,0.6943
4538,1,1,0,0,0.4491,0.0767,1,1,1,0.7116
4539,1,1,0,0,0.5276,0.0379,1,1,1,0.7465
4540,1,1,0,0,0.4799,0.0259,1,1,1,0.7809
4541,1,1,0,0,0.4674,0.0235,1,1,1,0.7596
4542,1,1,0.0006,0.0004,0.3393,0.3669,1,1,1,0.7171
4543,1,1,0.0757,0.0541,0.1362,0.6465,1,1,1,0.5409
4544,1,1,0.2297,0.1641,0.0397,0.472,1,1,1,0.4497
4545,1,1,0.3905,0.2789,0.056,0.3826,1,1,1,0.4420
4546,1,1,0.5713,0.4081,0.1085,0.3025,1,1,1,0.4374
4547,1,1,0.6332,0.4523,0.1396,0.1912,1,1,1,0.4374
4548,1,1,0.7475,0.5339,0.1931,0.0723,1,1,1,0.4374
4549,1,1,0.8098,0.5784,0.261,0.025,1,1,1,0.4374
4550,1,1,0.8232,0.588,0.2463,0.0326,1,1,1,0.4374
4551,1,1,0.7671,0.5479,0.2115,0.0432,1,1,1,0.4374
4552,1,1,0.6539,0.4671,0.1848,0.0457,1,1,1,0.4336
4553,1,1,0.4904,0.3503,0.1572,0.0488,1,1,1,0.4374
4554,1,1,0.2933,0.2095,0.2446,0.0757,1,1,1,0.4481
4555,1,1,0.1233,0.0881,0.2835,0.0452,1,1,1,0.6827
4556,1,1,0.1077,0.0769,0.2403,0.0402,1,1,1,0.7857
4557,1,1,0,0,0.2596,0.0706,1,1,1,0.7471
4558,1,1,0,0,0.4307,0.0716,1,1,1,0.7258
4559,1,1,0,0,0.4313,0.1204,1,1,1,0.6831
4560,1,1,0,0,0.3735,0.0402,1,1,1,0.6120
4561,1,1,0,0,0.4042,0.0049,1,1,1,0.6399
4562,1,1,0,0,0.3674,0.0046,1,1,1,0.6362
4563,1,1,0,0,0.3894,0.0046,1,1,1,0.6326
4564,1,1,0,0,0.2736,0.005,1,1,1,0.6661
4565,1,1,0,0,0.1828,0.0663,1,1,1,0.6858
4566,1,1,0.0235,0.0168,0.1732,0.1963,1,1,1,0.5662
4567,1,1,0.0994,0.071,0.0809,0.0975,1,1,1,0.4481
4568,1,1,0.2702,0.193,0.0118,0.0505,1,1,1,0.4481
4569,1,1,0.4469,0.3192,0.0003,0.0482,1,1,1,0.4367
4570,1,1,0.6034,0.431,0.0032,0.0773,1,1,1,0.4256
4571,1,1,0.7416,0.5297,0.0088,0.0748,1,1,1,0.4256
4572,1,1,0.8533,0.6095,0.0331,0.0529,1,1,1,0.4234
4573,1,1,0.8781,0.6272,0.0449,0.0442,1,1,1,0.4256
4574,1,1,0.8582,0.613,0.0603,0.0642,1,1,1,0.4256
4575,1,1,0.7424,0.5303,0.0599,0.0276,1,1,1,0.4256
4576,1,1,0.6415,0.4582,0.0594,0.0219,1,1,1,0.4388
4577,1,1,0.4942,0.353,0.0951,0.0281,1,1,1,0.4481
4578,1,1,0.296,0.2114,0.0894,0.0373,1,1,1,0.6344
4579,1,1,0.1256,0.0897,0.1039,0.0739,1,1,1,0.8990
4580,1,1,0.0342,0.0244,0.1152,0.1115,1,1,1,0.9632
4581,1,1,0,0,0.1566,0.1675,1,1,1,0.9622
4582,1,1,0,0,0.2588,0.151,1,1,1,0.9587
4583,1,1,0,0,0.2411,0.0703,1,1,1,0.9238
4584,1,1,0,0,0.1667,0.103,1,1,1,0.8928
4585,1,1,0,0,0.1489,0.0599,1,1,1,0.6399
4586,1,1,0,0,0.1142,0.0399,1,1,1,0.6362
4587,1,1,0,0,0.1026,0.0726,1,1,1,0.6326
4588,1,1,0,0,0.1367,0.0694,1,1,1,0.6661
4589,1,1,0,0,0.1242,0.0562,1,1,1,0.6858
4590,1,1,0.0001,0.0001,0.1245,0.0824,1,1,1,0.5662
4591,1,1,0.1438,0.1027,0.093,0.1034,1,1,1,0.4481
4592,1,1,0.2747,0.1962,0.0087,0.2446,1,1,1,0.4481
4593,1,1,0.464,0.3314,0.0001,0.1939,1,1,1,0.4367
4594,1,1,0.6454,0.461,0.0005,0.183,1,1,1,0.4256
4595,1,1,0.7725,0.5518,0.0154,0.158,1,1,1,0.4256
4596,1,1,0.7927,0.5662,0.0431,0.0752,1,1,1,0.4234
4597,1,1,0.8046,0.5747,0.03,0.052,1,1,1,0.4256
4598,1,1,1,0.7429,0.0189,0.0764,1,1,1,0.4256
4599,1,1,0.7994,0.571,0.0315,0.0539,1,1,1,0.4256
4600,1,1,0.6709,0.4792,0.0285,0.0719,1,1,1,0.4388
4601,1,1,0.4836,0.3454,0.0775,0.0303,1,1,1,0.4481
4602,1,1,0.2857,0.2041,0.174,0.0435,1,1,1,0.6344
4603,1,1,0.1327,0.0948,0.1452,0.0545,1,1,1,0.8990
4604,1,1,0.0253,0.0181,0.2249,0.0396,1,1,1,0.9632
4605,1,1,0,0,0.2766,0.0485,1,1,1,0.9622
4606,1,1,0,0,0.4307,0.0875,1,1,1,0.9587
4607,1,1,0,0,0.3772,0.0813,1,1,1,0.9238
4608,1,1,0,0,0.2569,0.0879,1,1,1,0.8928
