Time_Index,natural_gas,nuclear,solar_pv,distributed_solar,onshore_wind,offshore_wind,battery,clean_firm,coal,hydro
2307,1,1,0,0,0.7431,0.9361,1,1,1,0.6072
2308,1,1,0,0,0.6821,0.7682,1,1,1,0.6154
2309,1,1,0,0,0.623,0.5227,1,1,1,0.5343
2310,1,1,0,0,0.6334,0.3433,1,1,1,0.5374
2311,1,1,0.0591,0.0422,0.5847,0.4157,1,1,1,0.4904
2312,1,1,0.3086,0.2204,0.601,0.6855,1,1,1,0.4584
2313,1,1,0.6112,0.4366,0.5263,0.6826,1,1,1,0.3930
2314,1,1,0.8334,0.5953,0.405,0.9761,1,1,1,0.3306
2315,1,1,1,0.7274,0.4472,0.8524,1,1,1,0.3203
2316,1,1,1,0.7608,0.5314,0.5992,1,1,1,0.3203
2317,1,1,1,0.7631,0.6949,0.4966,1,1,1,0.3203
2318,1,1,1,0.7596,0.7345,0.5029,1,1,1,0.3203
2319,1,1,1,0.7386,0.915,0.3963,1,1,1,0.3203
2320,1,1,0.8477,0.6055,0.9016,0.2937,1,1,1,0.3263
2321,1,1,0.6125,0.4375,0.9223,0.4422,1,1,1,0.4046
2322,1,1,0.3065,0.2189,0.8973,0.5925,1,1,1,0.5487
2323,1,1,0.0594,0.0424,0.8347,0.6644,1,1,1,0.6309
2324,1,1,0,0,0.7464,0.5904,1,1,1,0.6422
2325,1,1,0,0,0.7388,0.6777,1,1,1,0.6472
2326,1,1,0,0,0.709,0.6299,1,1,1,0.6170
2327,1,1,0,0,0.6745,0.7709,1,1,1,0.5937
2328,1,1,0,0,0.6542,0.9299,1,1,1,0.6205
2329,1,1,0,0,0.5958,0.7321,1,1,1,0.5806
2330,1,1,0,0,0.605,0.4398,1,1,1,0.5953
2331,1,1,0,0,0.5905,0.2025,1,1,1,0.6072
2332,1,1,0,0,0.6127,0.1341,1,1,1,0.6154
2333,1,1,0,0,0.5937,0.1118,1,1,1,0.5343
2334,1,1,0,0,0.5775,0.1993,1,1,1,0.5374
2335,1,1,0.064,0.0457,0.492,0.4087,1,1,1,0.4904
2336,1,1,0.3101,0.2215,0.525,0.5984,1,1,1,0.4584
2337,1,1,0.6108,0.4363,0.2679,0.6915,1,1,1,0.3930
2338,1,1,0.8399,0.5999,0.3414,0.4402,1,1,1,0.3306
2339,1,1,1,0.7293,0.6165,0.5646,1,1,1,0.3203
2340,1,1,1,0.7585,0.7284,0.7105,1,1,1,0.3203
2341,1,1,1,0.7613,0.8623,0.8207,1,1,1,0.3203
2342,1,1,1,0.7575,0.896,0.8722,1,1,1,0.3203
2343,1,1,1,0.7259,0.8657,0.9641,1,1,1,0.3203
2344,1,1,0.8341,0.5958,0.8029,0.7986,1,1,1,0.3263
2345,1,1,0.5905,0.4218,0.8086,0.7123,1,1,1,0.4046
2346,1,1,0.2932,0.2094,0.79,0.8014,1,1,1,0.5487
2347,1,1,0.0497,0.0355,0.817,0.8125,1,1,1,0.6309
2348,1,1,0,0,0.819,0.463,1,1,1,0.6422
2349,1,1,0,0,0.8913,0.3836,1,1,1,0.6472
2350,1,1,0,0,0.9108,0.4713,1,1,1,0.6170
2351,1,1,0,0,0.8805,0.9976,1,1,1,0.5937
2352,1,1,0,0,0.873,1,1,1,1,0.6205
2353,1,1,0,0,0.8697,1,1,1,1,0.4607
2354,1,1,0,0,0.9971,1,1,1,1,0.4698
2355,1,1,0,0,0.9946,1,1,1,1,0.4852
2356,1,1,0,0,0.9942,1,1,1,1,0.5116
2357,1,1,0,0,0.9951,0.6607,1,1,1,0.5492
2358,1,1,0,0,0.9931,0.7695,1,1,1,0.6453
2359,1,1,0.0599,0.0428,0.9927,1,1,1,1,0.6698
2360,1,1,0.3055,0.2182,0.9861,1,1,1,1,0.6443
2361,1,1,0.6132,0.438,0.9957,1,1,1,1,0.4888
2362,1,1,0.8343,0.5959,1,1,1,1,1,0.3644
2363,1,1,0.9936,0.7097,1,1,1,1,1,0.3203
2364,1,1,1,0.7207,1,1,1,1,1,0.3203
2365,1,1,0.9776,0.6983,1,1,1,1,1,0.3203
2366,1,1,0.9583,0.6845,0.9766,1,1,1,1,0.3203
2367,1,1,0.9139,0.6528,0.9597,1,1,1,1,0.3203
2368,1,1,0.7466,0.5333,0.9436,1,1,1,1,0.3281
2369,1,1,0.5116,0.3654,0.9706,1,1,1,1,0.3203
2370,1,1,0.2772,0.198,0.9217,1,1,1,1,0.5167
2371,1,1,0.0494,0.0353,0.9128,1,1,1,1,0.6920
2372,1,1,0,0,0.8058,1,1,1,1,0.6451
2373,1,1,0,0,0.7346,1,1,1,1,0.6329
2374,1,1,0,0,0.7006,1,1,1,1,0.6227
2375,1,1,0,0,0.7069,1,1,1,1,0.5748
2376,1,1,0,0,0.7702,1,1,1,1,0.5700
2377,1,1,0,0,0.8815,1,1,1,1,0.4607
2378,1,1,0,0,0.8429,1,1,1,1,0.4698
2379,1,1,0,0,0.8853,1,1,1,1,0.4852
2380,1,1,0,0,0.8271,0.7582,1,1,1,0.5116
2381,1,1,0,0,0.8313,0.5776,1,1,1,0.5492
2382,1,1,0,0,0.8398,0.3544,1,1,1,0.6453
2383,1,1,0.0617,0.0441,0.7455,0.4879,1,1,1,0.6698
2384,1,1,0.3066,0.219,0.6774,0.7573,1,1,1,0.6443
2385,1,1,0.603,0.4307,0.7469,0.9711,1,1,1,0.4888
2386,1,1,0.8246,0.589,0.8113,0.6099,1,1,1,0.3644
2387,1,1,0.9331,0.6665,0.7593,0.377,1,1,1,0.3203
2388,1,1,0.8572,0.6123,0.8097,0.3224,1,1,1,0.3203
2389,1,1,0.8152,0.5823,0.8696,0.2455,1,1,1,0.3203
2390,1,1,0.7554,0.5396,0.768,0.2149,1,1,1,0.3203
2391,1,1,0.7357,0.5255,0.8605,0.296,1,1,1,0.3203
2392,1,1,0.639,0.4564,0.9031,0.3474,1,1,1,0.3281
2393,1,1,0.5034,0.3596,0.889,0.3212,1,1,1,0.3203
2394,1,1,0.2923,0.2088,0.8401,0.5747,1,1,1,0.5167
2395,1,1,0.0567,0.0405,0.7192,0.4188,1,1,1,0.6920
2396,1,1,0,0,0.75,0.4201,1,1,1,0.6451
2397,1,1,0,0,0.7686,0.1545,1,1,1,0.6329
2398,1,1,0,0,0.7281,0.1131,1,1,1,0.6227
2399,1,1,0,0,0.6369,0.2141,1,1,1,0.5748
2400,1,1,0,0,0.3778,0.3159,1,1,1,0.5700
2401,1,1,0,0,0.3358,0.5234,1,1,1,0.5770
2402,1,1,0,0,0.2983,0.5454,1,1,1,0.5808
2403,1,1,0,0,0.3166,0.3622,1,1,1,0.5742
2404,1,1,0,0,0.2964,0.365,1,1,1,0.6029
2405,1,1,0,0,0.3761,0.5316,1,1,1,0.6331
2406,1,1,0,0,0.3811,0.5578,1,1,1,0.6416
2407,1,1,0.0626,0.0447,0.3517,0.441,1,1,1,0.5065
2408,1,1,0.3077,0.2198,0.2754,0.3298,1,1,1,0.3203
2409,1,1,0.5781,0.4129,0.2062,0.3168,1,1,1,0.2887
2410,1,1,0.799,0.5707,0.2005,0.3566,1,1,1,0.2729
2411,1,1,0.9181,0.6558,0.2796,0.4419,1,1,1,0.2729
2412,1,1,0.8744,0.6246,0.2774,0.5402,1,1,1,0.2729
2413,1,1,0.8341,0.5958,0.331,0.4446,1,1,1,0.2701
2414,1,1,0.7984,0.5703,0.4388,0.3626,1,1,1,0.2729
2415,1,1,0.7406,0.529,0.4252,0.1939,1,1,1,0.2781
2416,1,1,0.6609,0.4721,0.5384,0.2187,1,1,1,0.3183
2417,1,1,0.5051,0.3608,0.6257,0.2705,1,1,1,0.3888
2418,1,1,0.2488,0.1777,0.782,0.6214,1,1,1,0.5222
2419,1,1,0.0276,0.0197,0.6043,0.6447,1,1,1,0.5595
2420,1,1,0,0,0.5281,0.3677,1,1,1,0.5676
2421,1,1,0,0,0.5477,0.4211,1,1,1,0.5578
2422,1,1,0,0,0.5875,0.3962,1,1,1,0.5361
2423,1,1,0,0,0.7321,0.3906,1,1,1,0.5122
2424,1,1,0,0,0.6606,0.3179,1,1,1,0.5019
2425,1,1,0,0,0.637,0.4909,1,1,1,0.5770
2426,1,1,0,0,0.5651,0.586,1,1,1,0.5808
2427,1,1,0,0,0.6272,0.7004,1,1,1,0.5742
2428,1,1,0,0,0.6141,0.8055,1,1,1,0.6029
2429,1,1,0,0,0.5861,0.6893,1,1,1,0.6331
2430,1,1,0,0,0.7163,0.8537,1,1,1,0.6416
2431,1,1,0.0623,0.0445,0.5674,0.7667,1,1,1,0.5065
2432,1,1,0.3135,0.2239,0.4791,0.656,1,1,1,0.3203
2433,1,1,0.6108,0.4363,0.4166,0.7309,1,1,1,0.2887
2434,1,1,0.8266,0.5904,0.4131,0.6186,1,1,1,0.2729
2435,1,1,0.9202,0.6573,0.4546,0.3495,1,1,1,0.2729
2436,1,1,0.8985,0.6418,0.518,0.2976,1,1,1,0.2729
2437,1,1,0.72,0.5143,0.5907,0.1682,1,1,1,0.2701
2438,1,1,0.6993,0.4995,0.5552,0.0699,1,1,1,0.2729
2439,1,1,0.6994,0.4996,0.6096,0.1727,1,1,1,0.2781
2440,1,1,0.6537,0.4669,0.7213,0.1584,1,1,1,0.3183
2441,1,1,0.5222,0.373,0.6256,0.1534,1,1,1,0.3888
2442,1,1,0.2853,0.2038,0.4729,0.2535,1,1,1,0.5222
2443,1,1,0.0601,0.0429,0.4465,0.3211,1,1,1,0.5595
2444,1,1,0,0,0.4611,0.3804,1,1,1,0.5676
2445,1,1,0,0,0.3493,0.1631,1,1,1,0.5578
2446,1,1,0,0,0.3546,0.1876,1,1,1,0.5361
2447,1,1,0,0,0.5118,0.209,1,1,1,0.5122
2448,1,1,0,0,0.6082,0.1636,1,1,1,0.5019
2449,1,1,0,0,0.5846,0.1969,1,1,1,0.4760
2450,1,1,0,0,0.5875,0.111,1,1,1,0.4974
2451,1,1,0,0,0.5846,0.0766,1,1,1,0.5192
2452,1,1,0,0,0.6191,0.0556,1,1,1,0.5625
2453,1,1,0,0,0.5573,0.0358,1,1,1,0.5780
2454,1,1,0,0,0.5167,0.0517,1,1,1,0.5844
2455,1,1,0.0749,0.0535,0.4559,0.1244,1,1,1,0.5112
2456,1,1,0.3202,0.2287,0.2605,0.1312,1,1,1,0.3203
2457,1,1,0.6161,0.4401,0.0701,0.0902,1,1,1,0.3203
2458,1,1,0.8413,0.6009,0.0881,0.0836,1,1,1,0.3183
2459,1,1,0.9853,0.7038,0.2218,0.0483,1,1,1,0.3183
2460,1,1,1,0.7197,0.3062,0.0462,1,1,1,0.3165
2461,1,1,1,0.7496,0.1976,0.0116,1,1,1,0.3183
2462,1,1,1,0.7506,0.2417,0.0153,1,1,1,0.3183
2463,1,1,1,0.7199,0.2637,0.0305,1,1,1,0.3203
2464,1,1,0.8282,0.5916,0.3542,0.0735,1,1,1,0.3346
2465,1,1,0.5985,0.4275,0.6066,0.1837,1,1,1,0.4368
2466,1,1,0.3006,0.2147,0.6633,0.3416,1,1,1,0.4880
2467,1,1,0.07,0.05,0.6673,0.3067,1,1,1,0.5507
2468,1,1,0,0,0.8032,0.5439,1,1,1,0.5912
2469,1,1,0,0,0.8597,0.8687,1,1,1,0.6086
2470,1,1,0,0,0.8334,1,1,1,1,0.6115
2471,1,1,0,0,0.8378,1,1,1,1,0.5946
2472,1,1,0,0,0.7811,1,1,1,1,0.5940
2473,1,1,0,0,0.5568,1,1,1,1,0.4760
2474,1,1,0,0,0.5405,1,1,1,1,0.4974
2475,1,1,0,0,0.5822,0.8447,1,1,1,0.5192
2476,1,1,0,0,0.5728,0.8928,1,1,1,0.5625
2477,1,1,0,0,0.5668,1,1,1,1,0.5780
2478,1,1,0,0,0.5043,1,1,1,1,0.5844
2479,1,1,0.0834,0.0596,0.4272,0.9028,1,1,1,0.5112
2480,1,1,0.2988,0.2134,0.4753,0.8172,1,1,1,0.3203
2481,1,1,0.597,0.4264,0.304,0.6529,1,1,1,0.3203
2482,1,1,0.8088,0.5777,0.1334,0.5742,1,1,1,0.3183
2483,1,1,0.9094,0.6496,0.1352,0.5737,1,1,1,0.3183
2484,1,1,0.9085,0.6489,0.1907,0.2789,1,1,1,0.3165
2485,1,1,0.9461,0.6758,0.2327,0.3369,1,1,1,0.3183
2486,1,1,0.8614,0.6153,0.3587,0.5487,1,1,1,0.3183
2487,1,1,0.7321,0.5229,0.4939,0.4972,1,1,1,0.3203
2488,1,1,0.5337,0.3812,0.6095,0.5203,1,1,1,0.3346
2489,1,1,0.393,0.2807,0.674,0.6157,1,1,1,0.4368
2490,1,1,0.1908,0.1363,0.7355,0.8097,1,1,1,0.4880
2491,1,1,0.029,0.0207,0.7601,1,1,1,1,0.5507
2492,1,1,0,0,0.789,1,1,1,1,0.5912
2493,1,1,0,0,0.7719,1,1,1,1,0.6086
2494,1,1,0,0,0.8549,1,1,1,1,0.6115
2495,1,1,0,0,0.8279,1,1,1,1,0.5946
2496,1,1,0,0,0.8797,1,1,1,1,0.5940
2497,1,1,0,0,0.8646,1,1,1,1,0.5470
2498,1,1,0,0,0.6565,1,1,1,1,0.5519
2499,1,1,0,0,0.5502,1,1,1,1,0.5525
2500,1,1,0,0,0.5573,1,1,1,1,0.5986
2501,1,1,0,0,0.5229,1,1,1,1,0.6492
2502,1,1,0,0,0.4893,0.912,1,1,1,0.5976
2503,1,1,0.0092,0.0066,0.3953,0.9851,1,1,1,0.4001
2504,1,1,0.1817,0.1298,0.3798,1,1,1,1,0.3203
2505,1,1,0.4176,0.2983,0.3491,0.9786,1,1,1,0.3203
2506,1,1,0.5814,0.4153,0.4283,0.8942,1,1,1,0.3203
2507,1,1,0.6521,0.4658,0.407,0.7704,1,1,1,0.3203
2508,1,1,0.755,0.5393,0.5801,0.8841,1,1,1,0.3203
2509,1,1,0.8252,0.5894,0.601,0.8468,1,1,1,0.3237
2510,1,1,0.848,0.6057,0.8278,1,1,1,1,0.3518
2511,1,1,0.8022,0.573,0.9114,1,1,1,1,0.3851
2512,1,1,0.6334,0.4524,0.701,1,1,1,1,0.4426
2513,1,1,0.4511,0.3222,0.6189,1,1,1,1,0.5056
2514,1,1,0.2374,0.1696,0.5494,0.9598,1,1,1,0.5229
2515,1,1,0.0199,0.0142,0.5738,1,1,1,1,0.5674
2516,1,1,0,0,0.5661,1,1,1,1,0.5972
2517,1,1,0,0,0.624,1,1,1,1,0.5840
2518,1,1,0,0,0.8253,1,1,1,1,0.5674
2519,1,1,0,0,0.8899,1,1,1,1,0.5479
2520,1,1,0,0,0.761,1,1,1,1,0.5585
2521,1,1,0,0,0.8096,1,1,1,1,0.5470
2522,1,1,0,0,0.8681,1,1,1,1,0.5519
2523,1,1,0,0,0.8909,1,1,1,1,0.5525
2524,1,1,0,0,0.915,1,1,1,1,0.5986
2525,1,1,0,0,0.9298,1,1,1,1,0.6492
2526,1,1,0,0,0.8984,1,1,1,1,0.5976
2527,1,1,0.0678,0.0484,0.7667,1,1,1,1,0.4001
2528,1,1,0.2815,0.2011,0.7005,1,1,1,1,0.3203
2529,1,1,0.5506,0.3933,0.5396,1,1,1,1,0.3203
2530,1,1,0.758,0.5414,0.5316,0.9617,1,1,1,0.3203
2531,1,1,0.9271,0.6622,0.6882,1,1,1,1,0.3203
2532,1,1,0.9432,0.6737,0.7555,1,1,1,1,0.3203
2533,1,1,0.9232,0.6594,0.7498,0.9962,1,1,1,0.3237
2534,1,1,0.9342,0.6673,0.7808,0.7021,1,1,1,0.3518
2535,1,1,0.9093,0.6495,0.8565,0.72,1,1,1,0.3851
2536,1,1,0.7573,0.5409,0.9776,1,1,1,1,0.4426
2537,1,1,0.5439,0.3885,0.9922,1,1,1,1,0.5056
2538,1,1,0.273,0.195,0.9808,1,1,1,1,0.5229
2539,1,1,0.0612,0.0437,0.9567,1,1,1,1,0.5674
2540,1,1,0,0,0.9241,1,1,1,1,0.5972
2541,1,1,0,0,0.922,1,1,1,1,0.5840
2542,1,1,0,0,0.9877,1,1,1,1,0.5674
2543,1,1,0,0,0.9782,1,1,1,1,0.5479
2544,1,1,0,0,0.979,1,1,1,1,0.5585
2545,1,1,0,0,0.9719,1,1,1,1,0.6402
2546,1,1,0,0,0.9561,1,1,1,1,0.6435
2547,1,1,0,0,0.9905,1,1,1,1,0.6492
2548,1,1,0,0,0.9887,1,1,1,1,0.6707
2549,1,1,0,0,0.9574,1,1,1,1,0.6799
2550,1,1,0,0,0.8933,1,1,1,1,0.6675
2551,1,1,0.0689,0.0492,0.8463,1,1,1,1,0.5404
2552,1,1,0.2981,0.2129,0.8706,1,1,1,1,0.4425
2553,1,1,0.5803,0.4145,0.951,1,1,1,1,0.3771
2554,1,1,0.7924,0.566,0.9538,1,1,1,1,0.3780
2555,1,1,0.9332,0.6666,0.8654,0.7586,1,1,1,0.3846
2556,1,1,0.9681,0.6915,0.7752,0.5616,1,1,1,0.3809
2557,1,1,0.908,0.6486,0.7993,0.3608,1,1,1,0.3601
2558,1,1,0.9822,0.7016,0.7944,0.3264,1,1,1,0.3605
2559,1,1,0.9404,0.6717,0.8941,0.2957,1,1,1,0.3453
2560,1,1,0.7612,0.5437,0.7789,0.1826,1,1,1,0.4508
2561,1,1,0.5405,0.3861,0.8062,0.1355,1,1,1,0.4829
2562,1,1,0.275,0.1964,0.8959,0.1466,1,1,1,0.6098
2563,1,1,0.0665,0.0475,0.8729,0.2447,1,1,1,0.7126
2564,1,1,0,0,0.9186,0.2151,1,1,1,0.7327
2565,1,1,0,0,0.9139,0.4369,1,1,1,0.7516
2566,1,1,0,0,0.9341,0.5365,1,1,1,0.6852
2567,1,1,0,0,0.8981,0.5747,1,1,1,0.6174
2568,1,1,0,0,0.8384,1,1,1,1,0.6251
2569,1,1,0,0,0.7839,1,1,1,1,0.6402
2570,1,1,0,0,0.715,1,1,1,1,0.6435
2571,1,1,0,0,0.5804,1,1,1,1,0.6492
2572,1,1,0,0,0.4551,1,1,1,1,0.6707
2573,1,1,0,0,0.4466,1,1,1,1,0.6799
2574,1,1,0,0,0.3665,1,1,1,1,0.6675
2575,1,1,0.075,0.0536,0.3074,0.7958,1,1,1,0.5404
2576,1,1,0.2744,0.196,0.1874,0.7226,1,1,1,0.4425
2577,1,1,0.4378,0.3127,0.1293,0.4415,1,1,1,0.3771
2578,1,1,0.6007,0.4291,0.07,0.298,1,1,1,0.3780
2579,1,1,0.765,0.5464,0.0318,0.2094,1,1,1,0.3846
2580,1,1,0.6958,0.497,0.0157,0.1701,1,1,1,0.3809
2581,1,1,0.6415,0.4582,0.0165,0.1619,1,1,1,0.3601
2582,1,1,0.677,0.4836,0.0021,0.1909,1,1,1,0.3605
2583,1,1,0.6219,0.4442,0.0017,0.1604,1,1,1,0.3453
2584,1,1,0.5282,0.3773,0.0047,0.1365,1,1,1,0.4508
2585,1,1,0.3493,0.2495,0.0058,0.0897,1,1,1,0.4829
2586,1,1,0.1455,0.1039,0.0426,0.0552,1,1,1,0.6098
2587,1,1,0.0034,0.0024,0.0843,0.0538,1,1,1,0.7126
2588,1,1,0,0,0.2012,0.0703,1,1,1,0.7327
2589,1,1,0,0,0.3254,0.0419,1,1,1,0.7516
2590,1,1,0,0,0.4378,0.0451,1,1,1,0.6852
2591,1,1,0,0,0.4581,0.0807,1,1,1,0.6174
2592,1,1,0,0,0.5265,0.0917,1,1,1,0.6251
2593,1,1,0,0,0.414,0.0387,1,1,1,0.6553
2594,1,1,0,0,0.3744,0.0085,1,1,1,0.6568
2595,1,1,0,0,0.3661,0.0014,1,1,1,0.6696
2596,1,1,0,0,0.3534,0.0013,1,1,1,0.6766
2597,1,1,0,0,0.3841,0.0113,1,1,1,0.7197
2598,1,1,0,0,0.4166,0.0274,1,1,1,0.7305
2599,1,1,0.0391,0.0279,0.452,0.0284,1,1,1,0.6821
2600,1,1,0.2761,0.1972,0.4655,0.0209,1,1,1,0.5247
2601,1,1,0.5041,0.3601,0.1975,0.0319,1,1,1,0.3953
2602,1,1,0.7112,0.508,0.1774,0.0619,1,1,1,0.3086
2603,1,1,0.9005,0.6432,0.1447,0.0468,1,1,1,0.3197
2604,1,1,0.9663,0.6902,0.1552,0.0203,1,1,1,0.3166
2605,1,1,0.9892,0.7066,0.1529,0.0181,1,1,1,0.3022
2606,1,1,0.9849,0.7035,0.1799,0.0121,1,1,1,0.2876
2607,1,1,0.9436,0.674,0.2001,0.0224,1,1,1,0.3115
2608,1,1,0.7799,0.5571,0.3024,0.0683,1,1,1,0.2990
2609,1,1,0.5697,0.4069,0.2724,0.0983,1,1,1,0.2990
2610,1,1,0.2869,0.2049,0.305,0.1253,1,1,1,0.5652
2611,1,1,0.0769,0.0549,0.3463,0.0877,1,1,1,0.7227
2612,1,1,0,0,0.399,0.1205,1,1,1,0.7392
2613,1,1,0,0,0.5739,0.1437,1,1,1,0.6454
2614,1,1,0,0,0.5452,0.0626,1,1,1,0.5407
2615,1,1,0,0,0.6881,0.1341,1,1,1,0.5147
2616,1,1,0,0,0.6625,0.1519,1,1,1,0.5353
2617,1,1,0,0,0.7141,0.1006,1,1,1,0.6553
2618,1,1,0,0,0.6495,0.1736,1,1,1,0.6568
2619,1,1,0,0,0.6421,0.2832,1,1,1,0.6696
2620,1,1,0,0,0.6324,0.1359,1,1,1,0.6766
2621,1,1,0,0,0.5817,0.0586,1,1,1,0.7197
2622,1,1,0,0,0.5404,0.0842,1,1,1,0.7305
2623,1,1,0.083,0.0593,0.4229,0.0627,1,1,1,0.6821
2624,1,1,0.3066,0.219,0.2811,0.0896,1,1,1,0.5247
2625,1,1,0.554,0.3957,0.0831,0.0943,1,1,1,0.3953
2626,1,1,0.7064,0.5046,0.1107,0.1095,1,1,1,0.3086
2627,1,1,0.8179,0.5842,0.3126,0.166,1,1,1,0.3197
2628,1,1,0.8149,0.5821,0.5536,0.1756,1,1,1,0.3166
2629,1,1,0.8011,0.5722,0.5593,0.1903,1,1,1,0.3022
2630,1,1,0.8134,0.581,0.6666,0.1607,1,1,1,0.2876
2631,1,1,0.8355,0.5968,0.7124,0.265,1,1,1,0.3115
2632,1,1,0.7314,0.5224,0.6863,0.4672,1,1,1,0.2990
2633,1,1,0.5386,0.3847,0.8262,0.894,1,1,1,0.2990
2634,1,1,0.2729,0.1949,0.8381,0.6323,1,1,1,0.5652
2635,1,1,0.0683,0.0488,0.8917,0.7632,1,1,1,0.7227
2636,1,1,0,0,0.9192,0.8181,1,1,1,0.7392
2637,1,1,0,0,0.8848,0.9634,1,1,1,0.6454
2638,1,1,0,0,0.8246,0.927,1,1,1,0.5407
2639,1,1,0,0,0.8224,0.9259,1,1,1,0.5147
2640,1,1,0,0,0.7549,1,1,1,1,0.5353
2641,1,1,0,0,0.7807,1,1,1,1,0.5728
2642,1,1,0,0,0.7477,0.8947,1,1,1,0.5733
2643,1,1,0,0,0.7226,0.9865,1,1,1,0.5899
2644,1,1,0,0,0.7148,0.8971,1,1,1,0.6139
2645,1,1,0,0,0.6185,0.7095,1,1,1,0.6183
2646,1,1,0,0,0.5216,0.4015,1,1,1,0.5519
2647,1,1,0.0729,0.0521,0.3971,0.1296,1,1,1,0.4781
2648,1,1,0.2604,0.186,0.179,0.0925,1,1,1,0.3176
2649,1,1,0.5755,0.4111,0.1356,0.2979,1,1,1,0.2899
2650,1,1,0.7741,0.5529,0.1886,0.4227,1,1,1,0.3064
2651,1,1,0.8768,0.6263,0.177,0.3699,1,1,1,0.3343
2652,1,1,0.8477,0.6055,0.2501,0.3765,1,1,1,0.3221
2653,1,1,0.8553,0.6109,0.2763,0.2375,1,1,1,0.3202
2654,1,1,0.8739,0.6242,0.4917,0.4414,1,1,1,0.3202
2655,1,1,0.833,0.595,0.4869,0.5691,1,1,1,0.2884
2656,1,1,0.6944,0.496,0.6048,0.6613,1,1,1,0.3043
2657,1,1,0.5032,0.3594,0.5915,0.7817,1,1,1,0.3040
2658,1,1,0.2573,0.1838,0.743,0.9535,1,1,1,0.4710
2659,1,1,0.0644,0.046,0.711,1,1,1,1,0.6036
2660,1,1,0,0,0.6617,1,1,1,1,0.6252
2661,1,1,0,0,0.6136,1,1,1,1,0.6257
2662,1,1,0,0,0.491,1,1,1,1,0.6420
2663,1,1,0,0,0.6063,1,1,1,1,0.6456
2664,1,1,0,0,0.7098,1,1,1,1,0.6545
2665,1,1,0,0,0.6616,0.7626,1,1,1,0.5728
2666,1,1,0,0,0.5687,0.4146,1,1,1,0.5733
2667,1,1,0,0,0.5683,0.4666,1,1,1,0.5899
2668,1,1,0,0,0.553,0.2962,1,1,1,0.6139
2669,1,1,0,0,0.5036,0.2699,1,1,1,0.6183
2670,1,1,0,0,0.5606,0.578,1,1,1,0.5519
2671,1,1,0.0062,0.0044,0.4674,0.7586,1,1,1,0.4781
2672,1,1,0.1383,0.0988,0.4307,0.6885,1,1,1,0.3176
2673,1,1,0.2748,0.1963,0.5062,0.3049,1,1,1,0.2899
2674,1,1,0.3821,0.2729,0.4648,0.3209,1,1,1,0.3064
2675,1,1,0.4787,0.3419,0.4163,0.2924,1,1,1,0.3343
2676,1,1,0.4952,0.3537,0.4668,0.3688,1,1,1,0.3221
2677,1,1,0.4857,0.3469,0.442,0.585,1,1,1,0.3202
2678,1,1,0.4719,0.3371,0.5154,0.7037,1,1,1,0.3202
2679,1,1,0.3969,0.2835,0.5839,0.6549,1,1,1,0.2884
2680,1,1,0.2551,0.1822,0.7389,1,1,1,1,0.3043
2681,1,1,0.141,0.1007,0.867,1,1,1,1,0.3040
2682,1,1,0.0172,0.0123,0.9079,1,1,1,1,0.4710
2683,1,1,0,0,0.9252,1,1,1,1,0.6036
2684,1,1,0,0,0.9032,1,1,1,1,0.6252
2685,1,1,0,0,0.9751,1,1,1,1,0.6257
2686,1,1,0,0,0.9882,1,1,1,1,0.6420
2687,1,1,0,0,0.9872,1,1,1,1,0.6456
2688,1,1,0,0,0.9958,1,1,1,1,0.6545
2689,1,1,0,0,0.999,1,1,1,1,0.5898
2690,1,1,0,0,1,1,1,1,1,0.5971
2691,1,1,0,0,0.9855,1,1,1,1,0.5911
2692,1,1,0,0,0.9428,1,1,1,1,0.6252
2693,1,1,0,0,0.9375,1,1,1,1,0.6609
2694,1,1,0,0,0.9144,1,1,1,1,0.6315
2695,1,1,0.0318,0.0227,0.8695,1,1,1,1,0.5446
2696,1,1,0.2675,0.1911,0.8635,1,1,1,1,0.3432
2697,1,1,0.5025,0.3589,0.8122,1,1,1,1,0.3186
2698,1,1,0.6698,0.4784,0.7298,1,1,1,1,0.2734
2699,1,1,0.7449,0.5321,0.7088,1,1,1,1,0.2729
2700,1,1,0.755,0.5393,0.6761,1,1,1,1,0.2725
2701,1,1,0.7391,0.5279,0.6765,1,1,1,1,0.2729
2702,1,1,0.7321,0.5229,0.7608,1,1,1,1,0.2734
2703,1,1,0.7207,0.5148,0.8046,1,1,1,1,0.2734
2704,1,1,0.6317,0.4512,0.7602,1,1,1,1,0.2884
2705,1,1,0.4864,0.3474,0.798,1,1,1,1,0.3120
2706,1,1,0.2667,0.1905,0.7762,1,1,1,1,0.4997
2707,1,1,0.0605,0.0432,0.7346,0.9888,1,1,1,0.6036
2708,1,1,0,0,0.7514,0.6904,1,1,1,0.6018
2709,1,1,0,0,0.6966,0.7162,1,1,1,0.5978
2710,1,1,0,0,0.6819,0.6631,1,1,1,0.5680
2711,1,1,0,0,0.7073,0.7078,1,1,1,0.5448
2712,1,1,0,0,0.7759,1,1,1,1,0.5533
2713,1,1,0,0,0.7016,1,1,1,1,0.5898
2714,1,1,0,0,0.7124,1,1,1,1,0.5971
2715,1,1,0,0,0.8471,1,1,1,1,0.5911
2716,1,1,0,0,0.7597,0.9996,1,1,1,0.6252
2717,1,1,0,0,0.8381,1,1,1,1,0.6609
2718,1,1,0,0,0.8098,1,1,1,1,0.6315
